Category,Type,Model,Manufacturer,Physical Location Type,Physical Location,Assigned Locations,Status,Serial Number,No. of Units,Change Date,PO/Contract Number,FRD/Release Number
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR17,KURK (AS058),In Use,V3376,1,17-JUL-2006,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR09,KURK (AS058),In Use,V3363,1,17-JUL-2006,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR19,KURK (AS058),In Use,V3380,1,17-JUL-2006,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR08,KURK (AS058),In Use,V3360,1,16-JUL-2006,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR01,KURK (AS058),In Use,V3373,1,15-JUL-2006,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR04,KURK (AS058),In Use,V3381,1,14-JUL-2006,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR05,KURK (AS058),In Use,V3372,1,14-JUL-2006,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR11,KURK (AS058),In Use,V3368,1,15-JUL-2006,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR14,KURK (AS058),In Use,V3362,1,29-JUN-2023,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR13,KURK (AS058),In Use,V3361,1,15-JUL-2006,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR07,KURK (AS058),In Use,V3374,1,16-JUL-2006,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR12,KURK (AS058),In Use,V3370,1,15-JUL-2006,,
Seismometer,Feedback,CMG-3TB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KURBB,KURK (AS058),In Use,T38607,1,26-OCT-2016,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR16,KURK (AS058),In Use,V3369,1,18-JUL-2006,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR03,KURK (AS058),In Use,V3365,1,14-JUL-2006,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,KUR18,KURK (AS058),In Use,V3375,1,17-JUL-2006,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,KIV1,KVAR (AS083),In Use,587,1,15-DEC-2004,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,KIV2,KVAR (AS083),In Use,390,1,15-DEC-2004,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,KIV3,KVAR (AS083),In Use,597,1,15-DEC-2004,,
Seismometer,Feedback,STS-2 1500 V/m/s Standard Feedback,G. Streckeisen AG,Station - Site,KIV0,KVAR (AS083),In Use,30237,1,09-JUL-2010,,
Seismometer,Feedback,KS54000 Feedback,"Geotech Instruments, LLC",Station - Site,LBTBB,LBTB (AS009),In Use,100,1,13-SEP-2011,,
Seismometer,Feedback,STS-2 1500 V/m/s Standard Feedback,G. Streckeisen AG,Station - Site,LEM,LEM (AS040),In Use,90314,1,18-AUG-2007,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,LPAZ1,LPAZ (PS06),In Use,255,1,14-MAR-2018,,
Seismometer,Feedback,KS54000 Feedback,"Geotech Instruments, LLC",Station - Site,LPAZB,LPAZ (PS06),In Use,004,1,14-MAR-2018,,
Seismometer,Feedback,STS-2 1500 V/m/s Standard Feedback,G. Streckeisen AG,Station - Site,LPIG,LPIG (AS065),In Use,90319,1,06-SEP-1996,,
Seismometer,Feedback,FBA-23DH Feedback,"Kinemetrics, Inc.",Station - Site,LPIG,LPIG (AS065),In Use,30487,1,06-SEP-1996,,
Seismometer,Feedback,STS-2 1500 V/m/s Standard Feedback,G. Streckeisen AG,Station - Site,LSZ,LSZ (AS119),In Use,109604,1,17-DEC-2010,,
Seismometer,Feedback,STS-2.5 1500 V/m/s Standard Feedback,G. Streckeisen AG,Station - Site,LVC,LVC (AS019),In Use,90912,1,26-SEP-2012,,
Seismometer,Feedback,ENG-3V 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,LZB1,LZDM (PS13),In Use,V3255,1,07-JUL-2017,2013-0084,0088
Seismometer,Feedback,ENG-3V 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,LZB3,LZDM (PS13),In Use,V3235,1,07-JUL-2017,2013-0084,0088
Seismometer,Feedback,CMG-3T 20000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,LZBB,LZDM (PS13),In Use,T39677,1,10-SEP-2020,2013-0084,0081
Seismometer,Feedback,ENG-3V 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,LZB4,LZDM (PS13),In Use,V3252,1,07-JUL-2017,2013-0084,0088
Seismometer,Feedback,ENG-3V 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,LZA0,LZDM (PS13),In Use,V3J70,1,07-JUL-2017,2013-0084,0081
Seismometer,Feedback,ENG-3V 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,LZB5,LZDM (PS13),In Use,V3247,1,07-JUL-2017,2013-0084,0088
Seismometer,Feedback,ENG-3V 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,LZA1,LZDM (PS13),In Use,V3256,1,07-JUL-2017,2013-0084,0088
Seismometer,Feedback,ENG-3V 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,LZA3,LZDM (PS13),In Use,V3253,1,07-JUL-2017,2013-0084,0088
Seismometer,Feedback,ENG-3V 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,LZB2,LZDM (PS13),In Use,V3254,1,07-JUL-2017,2013-0084,0088
Seismometer,Feedback,CMG-3V 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,LZA2,LZDM (PS13),In Use,V3248,1,07-JUL-2017,,
Seismometer,Feedback,ENG-3V 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,LZA2,LZDM (PS13),In Use,V3248,1,07-JUL-2017,2013-0084,0088
Seismometer,Feedback,STS-2 20000 V/m/s Low-Power Feedback,G. Streckeisen AG,Station - Site,MA2,MA2 (AS093),In Use,30731,1,04-SEP-2010,,
Seismometer,Feedback,CMG-3T 20000 V/m/s Feedback,Guralp Systems Ltd.,Station - Facility,CF-MATP,MATP (AS120),In Use,T38189,1,17-JUN-2019,2013-0084,0018
Seismometer,Feedback,STS-2 20000 V/m/s High-Gain Feedback,G. Streckeisen AG,Station - Site,MATP,MATP (AS120),In Use,60141,1,27-MAY-2003,,
Seismometer,Feedback,STS-2 1500 V/m/s Low-Power Feedback,G. Streckeisen AG,Station - Site,MAW,MAW (PS05),In Use,100110,1,26-JUN-2003,,
Seismometer,Feedback,Trillium 120-PH Feedback,"Nanometrics, Inc.",Station - Site,MBAR,MBAR (AS103),In Use,203,1,11-SEP-2014,,
Seismometer,Feedback,STS-2 1500 V/m/s Low-Power Feedback,G. Streckeisen AG,Station - Site,MDP,MDP (AS033),In Use,120653,1,11-FEB-2021,,
Seismometer,Feedback,STS-2 20000 V/m/s High-Gain Feedback,G. Streckeisen AG,Station - Site,MDT,MDT (AS066),In Use,30221,1,26-MAY-2005,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,MJA2,MJAR (PS22),In Use,V3320,1,25-NOV-2016,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,MJB2,MJAR (PS22),In Use,V3315,1,22-DEC-2004,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,MJB5,MJAR (PS22),In Use,V3316,1,22-DEC-2004,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,MJB3,MJAR (PS22),In Use,V3318,1,18-SEP-2014,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,MJB4,MJAR (PS22),In Use,V3321,1,22-DEC-2004,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,MJB6,MJAR (PS22),In Use,V3312,1,06-AUG-2019,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,MJA1,MJAR (PS22),In Use,V3326,1,22-DEC-2004,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,MJB1,MJAR (PS22),In Use,V3314,1,22-DEC-2004,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,MJB7,MJAR (PS22),In Use,V3322,1,21-AUG-2014,,
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,MJA3,MJAR (PS22),In Use,V3324,1,22-DEC-2004,,
Seismometer,Feedback,CMG-3TB 12000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,MJB8,MJAR (PS22),In Use,T37776,1,23-AUG-2014,2009-1767,0010
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,MJB9,MJAR (PS22),In Use,V3319,1,22-DEC-2004,,
Seismometer,Feedback,3VB HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,MJA4,MJAR (PS22),In Use,V3K03,1,20-DEC-2023,2013-0084,0148
Seismometer,Feedback,CMG-3V HYB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,MJA0,MJAR (PS22),In Use,V3325,1,22-DEC-2004,,
Seismometer,Feedback,CMG-3T 1500 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,MJB9B,MJAR (PS22),In Use,T38516,1,21-DEC-2015,2013-0084,0024
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,MK01,MKAR (PS23),In Use,371,1,30-NOV-2004,,
Seismometer,Feedback,CMG-3TB 10000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,MK31,MKAR (PS23),In Use,T35465B,1,07-SEP-2019,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,MK02,MKAR (PS23),In Use,280,1,30-NOV-2004,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,MK03,MKAR (PS23),In Use,,1,30-NOV-2004,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,MK04,MKAR (PS23),In Use,270,1,09-SEP-2018,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,MK05,MKAR (PS23),In Use,370,1,30-NOV-2004,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,MK06,MKAR (PS23),In Use,211-A1,1,06-SEP-2021,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,MK07,MKAR (PS23),In Use,258,1,30-NOV-2004,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,MK08,MKAR (PS23),In Use,296,1,30-NOV-2004,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,MK09,MKAR (PS23),In Use,260,1,30-NOV-2004,,
Seismometer,Feedback,STS-2 1500 V/m/s Low-Power Feedback,G. Streckeisen AG,Station - Site,MLR,MLR (AS081),In Use,60752,1,17-DEC-2020,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,MMB3,MMAI (AS049),In Use,V3288,1,22-FEB-2017,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,MMB2,MMAI (AS049),In Use,V3289,1,02-JUL-2008,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,MMA4,MMAI (AS049),In Use,V3283,1,30-JUL-2018,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,MMC2,MMAI (AS049),In Use,V3287,1,24-JAN-2004,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,MMA1,MMAI (AS049),In Use,V3284,1,24-JAN-2003,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,MMB1,MMAI (AS049),In Use,V3285,1,24-JAN-2003,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,MMC7,MMAI (AS049),In Use,V3281,1,30-OCT-2014,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,MMA0,MMAI (AS049),In Use,V3286,1,04-APR-2012,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,MMC3,MMAI (AS049),In Use,V3279,1,30-JUL-2018,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,MMC4,MMAI (AS049),In Use,V3J96,1,05-JUN-2023,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,MMC1,MMAI (AS049),In Use,V3J88,1,13-JAN-2020,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,MMB4,MMAI (AS049),In Use,V3239,1,29-OCT-2014,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,MMA2,MMAI (AS049),In Use,V3I89,1,20-AUG-2020,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,MMC6,MMAI (AS049),In Use,V3J87,1,26-MAR-2019,,
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,MMC5,MMAI (AS049),In Use,V3282,1,22-FEB-2017,,
Seismometer,Feedback,CMG-3TB 2000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,MMA0B,MMAI (AS049),In Use,T39160,1,06-SEP-2016,2013-0084,0024
Seismometer,Feedback,CMG-3ESPV 750 V/m/s² Feedback,Guralp Systems Ltd.,Station - Site,MMA3,MMAI (AS049),In Use,V3275,1,30-OCT-2014,,
Seismometer,Feedback,CMG-3T 20000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,MSKU,MSKU (AS034),In Use,T3B12,1,13-DEC-2006,,
Seismometer,Feedback,Trillium 120-PH Feedback,"Nanometrics, Inc.",Station - Site,MSVF,MSVF (AS031),In Use,024,1,14-NOV-2014,,
Seismometer,Feedback,STS-2 20000 V/m/s Low-Power Feedback,G. Streckeisen AG,Station - Site,NEW,NEW (AS115),In Use,120228,1,28-JAN-2009,,
Seismometer,Feedback,STS-2 1500 V/m/s Standard Feedback,G. Streckeisen AG,Station - Site,NNA,NNA (AS078),In Use,99445,1,10-JAN-2024,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC201,NOA (PS27),In Use,V3I86,1,21-FEB-2018,,
Seismometer,Feedback,CMG-3T HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NBO00,NOA (PS27),In Use,T36309,1,08-NOV-2011,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NB205,NOA (PS27),In Use,V3J02,1,09-NOV-2016,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NB202,NOA (PS27),In Use,V3J08,1,15-JUN-2012,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC605,NOA (PS27),In Use,V3J05,1,16-FEB-2012,,
Seismometer,Feedback,CMG-3V HYB 7200 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NAO05,NOA (PS27),In Use,V3I85,1,11-FEB-2021,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC402,NOA (PS27),In Use,V3J11,1,06-JUN-2012,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC401,NOA (PS27),In Use,V3J06,1,27-OCT-2014,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC404,NOA (PS27),In Use,V3J17,1,26-SEP-2023,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC603,NOA (PS27),In Use,V3I98,1,19-OCT-2020,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC601,NOA (PS27),In Use,V3I96,1,25-MAY-2012,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC403,NOA (PS27),In Use,V3I88,1,12-APR-2016,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC304,NOA (PS27),In Use,V3I90,1,15-JUN-2012,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NAO03,NOA (PS27),In Use,V3J16,1,24-OCT-2014,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC600,NOA (PS27),In Use,V3J07,1,23-MAY-2012,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NB200,NOA (PS27),In Use,V3J01,1,20-JUN-2012,,
Seismometer,Feedback,CMG-3T HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC405,NOA (PS27),In Use,T36344,1,08-NOV-2011,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NBO01,NOA (PS27),In Use,V3I92,1,08-FEB-2019,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NAO04,NOA (PS27),In Use,V3I94,1,03-JUN-2020,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC400,NOA (PS27),In Use,V3J22,1,06-JUN-2012,,
Seismometer,Feedback,CMG-3T HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC204,NOA (PS27),In Use,T36340,1,08-NOV-2011,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC300,NOA (PS27),In Use,V3I93,1,25-APR-2017,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC203,NOA (PS27),In Use,V3J12,1,08-NOV-2011,,
Seismometer,Feedback,CMG-3V HYB 7200 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NBO05,NOA (PS27),In Use,V3J00,1,10-NOV-2016,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC301,NOA (PS27),In Use,V3I95,1,11-NOV-2021,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NB204,NOA (PS27),In Use,V3J04,1,10-JUL-2017,,
Seismometer,Feedback,CMG-3T HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NAO01,NOA (PS27),In Use,T36187,1,08-NOV-2011,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NBO03,NOA (PS27),In Use,V3J24,1,03-NOV-2014,,
Seismometer,Feedback,CMG-3T HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NB201,NOA (PS27),In Use,T36188,1,18-JUN-2015,,
Seismometer,Feedback,CMG-3T HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC303,NOA (PS27),In Use,T36307,1,08-NOV-2011,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC200,NOA (PS27),In Use,V3I25,1,09-OCT-2014,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NBO02,NOA (PS27),In Use,V3J13,1,25-MAY-2012,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NBO04,NOA (PS27),In Use,V3J21,1,19-MAY-2017,,
Seismometer,Feedback,CMG-3T HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC602,NOA (PS27),In Use,T35728,1,23-JUN-2015,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NAO02,NOA (PS27),In Use,V3J09,1,10-MAY-2023,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NAO00,NOA (PS27),In Use,V3I46,1,16-JAN-2015,,
Seismometer,Feedback,CMG-3V HYB 7200 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NB203,NOA (PS27),In Use,V3I99,1,28-MAY-2020,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC202,NOA (PS27),In Use,V3J10,1,20-NOV-2018,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC205,NOA (PS27),In Use,V3J14,1,05-JUL-2012,,
Seismometer,Feedback,CMG-3V HYB 7200 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC305,NOA (PS27),In Use,V3I97,1,25-JUL-2014,,
Seismometer,Feedback,CMG-3V HYB 7200 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC302,NOA (PS27),In Use,V3I87,1,03-DEC-2015,,
Seismometer,Feedback,CMG-3V HYB 40000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NC604,NOA (PS27),In Use,V3I89,1,25-JUL-2013,,
Seismometer,Feedback,CMG-3TB 5000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NRIK,NRIK (PS34),In Use,T33815,1,28-OCT-2010,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,NV01,NVAR (PS47),In Use,389,1,28-JUL-2000,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,NV02,NVAR (PS47),In Use,281,1,28-JUL-2000,,
Seismometer,Feedback,CMG-3T 2000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NV31,NVAR (PS47),In Use,T36394,1,10-MAY-2022,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,NV03,NVAR (PS47),In Use,227,1,28-JUL-2000,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,NV04,NVAR (PS47),In Use,124,1,28-JUL-2000,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,NV05,NVAR (PS47),In Use,117,1,28-JUL-2000,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,NV06,NVAR (PS47),In Use,216,1,28-JUL-2000,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,NV07,NVAR (PS47),In Use,120,1,28-JUL-2000,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,NV08,NVAR (PS47),In Use,437,1,28-JUL-2000,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,NV09,NVAR (PS47),In Use,250,1,25-JAN-2023,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,NV10,NVAR (PS47),In Use,213,1,28-JUL-2000,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,NV11,NVAR (PS47),In Use,226,1,28-JUL-2000,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,NV11,NVAR (PS47),In Use,039,1,28-JUL-2000,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,NV11,NVAR (PS47),In Use,038,1,28-JUL-2000,,
Seismometer,Feedback,CMG-3TB 3000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,NWAO,NWAO (AS006),In Use,T36373,1,05-MAY-2011,,
Seismometer,Feedback,CMG-3ESPC 20000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,OBN,OBN (AS084),In Use,T34293,1,20-JUN-2012,,
Seismometer,Passive,LPHA-12s Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,OPO,OPO (AS061),In Use,51,1,04-SEP-2001,,
Seismometer,Passive,LPHA-12s Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,OPO,OPO (AS061),In Use,52,1,04-SEP-2001,,
Seismometer,Passive,LPZA-12s Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,OPO,OPO (AS061),In Use,21,1,04-SEP-2001,,
Seismometer,Passive,HM500 Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,OPO,OPO (AS061),In Use,027,1,10-JUL-2012,,
Seismometer,Passive,HM500 Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,OPO,OPO (AS061),In Use,025,1,30-MAR-2023,,
Seismometer,Passive,HM500 Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,OPO,OPO (AS061),In Use,128,1,30-MAR-2023,,
Seismometer,Feedback,Trillium 120-PH Feedback,"Nanometrics, Inc.",Station - Site,PALK,PALK (AS100),In Use,204,1,31-DEC-2013,,
Seismometer,Feedback,Trillium 120-SPH2 Feedback,"Nanometrics, Inc.",Station - Site,PCRV,PCRV (AS118),In Use,002893,1,08-DEC-2023,2019-1171,0057
Seismometer,Feedback,Trillium T120-BH2 Feedback,"Nanometrics, Inc.",Station - Site,PD31,PDAR (PS48),In Use,2929,1,10-JUN-2023,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PD01,PDAR (PS48),In Use,411,1,30-AUG-2011,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PD02,PDAR (PS48),In Use,403,1,11-AUG-2010,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PD03,PDAR (PS48),In Use,405,1,11-AUG-2010,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PD04,PDAR (PS48),In Use,421,1,11-AUG-2010,,
